venue_name,venue_classification,use_at_games,current_status,games_year,host_city,reasoning,host_country,award_year,precision,iso3c,gdp_per_capita,cpi_score,city_pop_thousands,city_pop_year_used,city_pop_year_gap,page_title,types,wikidata_id,wikidata_name,coords,capacity_wd,opened_year,opened_year_source,venue_age,years_since_event,years_since_construction,venue_lon,venue_lat,city_lon,city_lat,distance_mi
Swimming stadium,New build,"Swimming, diving, water
polo, modern pentathlon
(swimming)",In use,1932,Los Angeles,NA,United States,1923,exact,USA,NA,NA,7717.837,1975,52,NA,stadium; multi-purpose sports venue,NA,SoFi Stadium,NA,NA,NA,NA,NA,94,NA,NA,NA,-118.116720299597,33.9842364485583,NA
Coast Highway,Temporary,Cycling (road),Dismantled (temporary),1932,Los Angeles,NA,United States,1923,exact,USA,NA,NA,7717.837,1975,52,Pacific Coast Highway,Wikimedia disambiguation page,http://www.wikidata.org/entity/Q1525905,Pacific Coast Highway,NA,NA,NA,NA,NA,94,NA,NA,NA,-118.116720299597,33.9842364485583,NA
Griffith Park area,Temporary,Race walk,Dismantled (temporary),1932,Los Angeles,NA,United States,1923,exact,USA,NA,NA,7717.837,1975,52,"Los Feliz, Los Angeles",neighborhood,http://www.wikidata.org/entity/Q6682727,Los Feliz,NA,NA,NA,NA,NA,94,NA,NA,NA,-118.116720299597,33.9842364485583,NA
Inglewood area,Temporary,Marathon,Dismantled (temporary),1932,Los Angeles,NA,United States,1923,exact,USA,NA,NA,7717.837,1975,52,"Inglewood, California",city in the United States; big city; charter city,http://www.wikidata.org/entity/Q621549,Inglewood,NA,NA,NA,NA,NA,94,NA,NA,NA,-118.116720299597,33.9842364485583,NA
Los Angeles Olympic Village,Temporary,Athlete accommodation,Dismantled (temporary),1932,Los Angeles,NA,United States,1923,exact,USA,NA,NA,7717.837,1975,52,"Skid Row, Los Angeles",neighborhood,http://www.wikidata.org/entity/Q1057444,Skid Row,NA,NA,NA,NA,NA,94,NA,NA,NA,-118.116720299597,33.9842364485583,NA
The Arena,New build,"Ice hockey, figure skating",In use,1932,Lake Placid,NA,United States,1929,exact,USA,NA,NA,NA,NA,NA,Ice hockey at the 1980 Winter Olympics,ice hockey at the Olympic Games; Olympic sports discipline event,http://www.wikidata.org/entity/Q736827,ice hockey at the 1980 Winter Olympics,NA,NA,NA,NA,NA,94,NA,NA,NA,NA,NA,NA
E Center,Existing,Ice hockey,In use,2002,Salt Lake City,NA,United States,1995,exact,USA,28690.8757013347,NA,301.979,1995,0,Salt Lake City,county seat; city in the United States,http://www.wikidata.org/entity/Q23337,Salt Lake City,NA,NA,NA,NA,NA,24,NA,NA,NA,-111.863559667633,40.6822941399219,NA
Deer Valley Resort,Existing,"Alpine skiing, freestyle
skiing",In use,2002,Salt Lake City,NA,United States,1995,exact,USA,28690.8757013347,NA,301.979,1995,0,Deer Valley,ski resort; mountain resort,http://www.wikidata.org/entity/Q3021172,Deer Valley,NA,NA,NA,NA,NA,24,NA,NA,NA,-111.863559667633,40.6822941399219,NA
Park City Mountain Resort,Existing,"Alpine skiing,
snowboard",In use,2002,Salt Lake City,NA,United States,1995,exact,USA,28690.8757013347,NA,301.979,1995,0,"Park City, Utah",city in the United States,http://www.wikidata.org/entity/Q482993,Park City,NA,NA,NA,NA,NA,24,NA,NA,NA,-111.863559667633,40.6822941399219,NA
Salt Lake City Ice Center,Existing,"Figure skating, short track
speed skating",In use,2002,Salt Lake City,NA,United States,1995,exact,USA,28690.8757013347,NA,301.979,1995,0,Salt Lake City International Airport,international airport; airport; commercial traffic aerodrome,http://www.wikidata.org/entity/Q526488,Salt Lake City International Airport,NA,NA,NA,NA,NA,24,NA,NA,NA,-111.863559667633,40.6822941399219,NA
Salt Lake City Olympic Village,"Mixed new
build/Existing",Athlete accomodation,In use,2002,Salt Lake City,NA,United States,1995,exact,USA,28690.8757013347,NA,301.979,1995,0,Salt Lake City,county seat; city in the United States,http://www.wikidata.org/entity/Q23337,Salt Lake City,NA,NA,NA,NA,NA,24,NA,NA,NA,-111.863559667633,40.6822941399219,NA
Rice-Eccles Olympic Stadium,New,"Opening and Closing
Ceremonies",In use,2002,Salt Lake City,NA,United States,1995,exact,USA,28690.8757013347,NA,301.979,1995,0,Rice–Eccles Stadium,stadium,http://www.wikidata.org/entity/Q922761,Rice–Eccles Stadium,Point(-111.848888888 40.76),45017,1927,P1619,75,24,99,-111.848888888,40.76,-111.863559667633,40.6822941399219,5.429730491715771
Interval Ski Hill/Olympic Ski Hill,Existing,"Ski jumping, Nordic
combined",In use,1932,Lake Placid,NA,United States,1929,exact,USA,NA,NA,NA,NA,NA,Lake Placid Olympic Ski Jumping Complex,ski jumping complex,http://www.wikidata.org/entity/Q655267,Lake Placid Olympic Ski Jumping Complex,NA,NA,NA,NA,NA,94,NA,NA,NA,NA,NA,NA
Mt Van Hoevenberg Bob Run,New build,Bobsleigh,In use,1932,Lake Placid,NA,United States,1929,exact,USA,NA,NA,NA,NA,NA,Mt. Van Hoevenberg Olympic Bobsled Run,sports venue; bobsleigh track,http://www.wikidata.org/entity/Q3389263,Mt. Van Hoevenberg Olympic Bobsled Run,NA,NA,NA,NA,NA,94,NA,NA,NA,NA,NA,NA
Mount Whitney Cross-Country Skiing Route (Start and finish at the Olympic Stadium),New build,"Cross-country skiing,
Nordic combined",In use,1932,Lake Placid,NA,United States,1929,exact,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,NA,NA,NA,NA,NA,NA
Clifford Falls Cross-Country Skiing Route,New build,Cross-country skiing,In use,1932,Lake Placid,NA,United States,1929,exact,USA,NA,NA,NA,NA,NA,Lake Placid bids for the Winter Olympics,NA,http://www.wikidata.org/entity/Q138940922,Lake Placid bids for the Winter Olympics,NA,NA,NA,NA,NA,94,NA,NA,NA,NA,NA,NA
Grünau Regatta Course,Existing,"Rowing, canoe sprint",In use,1936,Berlin,NA,Germany,1931,exact,DEU,NA,NA,3025.918,1975,44,Grünau (Berlin),locality of Berlin,http://www.wikidata.org/entity/Q643857,Grünau,NA,NA,NA,NA,NA,90,NA,NA,NA,13.3999531382876,52.5018146389819,NA
Avus Motor Road,Existing,"Athletics, cycling (road)",In use (repurposed),1936,Berlin,NA,Germany,1931,exact,DEU,NA,NA,3025.918,1975,44,AVUS,road; motorsport racing track,http://www.wikidata.org/entity/Q155810,AVUS,NA,NA,NA,NA,NA,90,NA,NA,NA,13.3999531382876,52.5018146389819,NA
Mommsen Stadium (Mommsenstadion),Existing,Football,In use,1936,Berlin,NA,Germany,1931,exact,DEU,NA,NA,3025.918,1975,44,Mommsenstadion,association football venue,http://www.wikidata.org/entity/Q880881,Mommsenstadion,NA,NA,NA,NA,NA,90,NA,NA,NA,13.3999531382876,52.5018146389819,NA
Post Stadium (Poststadion),Existing,Football,In use,1936,Berlin,NA,Germany,1931,exact,DEU,NA,NA,3025.918,1975,44,Poststadion,association football venue,http://www.wikidata.org/entity/Q176074,Poststadion,NA,NA,NA,NA,NA,90,NA,NA,NA,13.3999531382876,52.5018146389819,NA
Wannsee Golf Course,Existing,"Modern pentathlon
(running)",In use,1936,Berlin,NA,Germany,1931,exact,DEU,NA,NA,3025.918,1975,44,Wannsee,locality of Berlin,http://www.wikidata.org/entity/Q1949,Wannsee,NA,NA,NA,NA,NA,90,NA,NA,NA,13.3999531382876,52.5018146389819,NA
Shooting Ranges at Wannsee,Existing,Shooting,In use,1936,Berlin,NA,Germany,1931,exact,DEU,NA,NA,3025.918,1975,44,Wannsee,locality of Berlin,http://www.wikidata.org/entity/Q1949,Wannsee,NA,NA,NA,NA,NA,90,NA,NA,NA,13.3999531382876,52.5018146389819,NA
Tennis Courts and Tennis Stadium,Existing,"Basketball, fencing",In use,1936,Berlin,NA,Germany,1931,exact,DEU,NA,NA,3025.918,1975,44,Tennis Courts (Berlin),sports venue,http://www.wikidata.org/entity/Q7700305,Tennis Courts,Point(13.2494 52.5172),NA,NA,NA,NA,90,NA,13.2494,52.5172,13.3999531382876,52.5018146389819,6.426928784141321
Olympiaschanze St. Moritz,New build,"Ski jumping, Nordic
combined",Not in use (demolished),1928,St. Moritz,urban redevelopment - not a failure,Switzerland,1926,exact,CHE,NA,NA,NA,NA,NA,1948 Winter Olympics,international sporting event; Winter Olympic Games edition,http://www.wikidata.org/entity/Q9615,1948 Winter Olympics,NA,NA,NA,NA,NA,98,NA,NA,NA,NA,NA,NA
Saitama Stadium,Existing,Football,In use,2020,Tokyo,NA,Japan,2013,exact,JPN,41369.1948479498,74,32885.497,2013,0,Saitama Stadium 2002,association football venue,http://www.wikidata.org/entity/Q482446,Saitama Stadium 2002,NA,NA,NA,NA,NA,6,NA,NA,NA,139.655776246888,35.6661787766663,NA
International Stadium Yokohama,Existing,Football,In use,2020,Tokyo,NA,Japan,2013,exact,JPN,41369.1948479498,74,32885.497,2013,0,Nissan Stadium (Yokohama),stadium; multi-purpose sports venue,http://www.wikidata.org/entity/Q116601,International Stadium Yokohama,Point(139.606247 35.510044),72327,1998,P1619,22,6,28,139.606247,35.510044,139.655776246888,35.6661787766663,11.153558456605495
Yanqing National Alpine Skiing Centre,New,Alpine skiing,In use,2022,Beijing,NA,China,2015,exact,CHN,8175.33285077393,37,15431.938,2015,0,Yanqing National Alpine Skiing Centre,sports venue,http://www.wikidata.org/entity/Q55642733,National Alpine Skiing Centre,Point(115.8025 40.541666666),NA,NA,NA,NA,4,NA,115.8025,40.541666666,116.372224957549,39.9274890692239,52.05647972619769
Yanqing National Sliding Centre,New,"Bobsleigh, luge and
skeleton",In use,2022,Beijing,NA,China,2015,exact,CHN,8175.33285077393,37,15431.938,2015,0,Yanqing National Sliding Centre,bobsleigh track,http://www.wikidata.org/entity/Q20984069,Xiaohaituo Bobsleigh and Luge Track,NA,NA,NA,NA,NA,4,NA,NA,NA,116.372224957549,39.9274890692239,NA
Yanqing Olympic Village,New,Athlete accommodation,In use,2022,Beijing,NA,China,2015,exact,CHN,8175.33285077393,37,15431.938,2015,0,"Yanqing, Beijing",district of China; county of China,http://www.wikidata.org/entity/Q596545,Yanqing District,NA,NA,NA,NA,NA,4,NA,NA,NA,116.372224957549,39.9274890692239,NA
Sunset Fields Golf Club of Los Angeles,Existing,"Modern pentathlon
(running)",Not in use (demolished),1932,Los Angeles,urban redevelopment - not a failure,United States,1923,exact,USA,NA,NA,7717.837,1975,52,"Brentwood, Los Angeles",neighborhood; district or neighborhood of Los Angeles,http://www.wikidata.org/entity/Q909975,Brentwood,NA,NA,NA,NA,NA,94,NA,NA,NA,-118.116720299597,33.9842364485583,NA
Police Stadium (Polizeistadion),Existing,Handball,Not in use (demolished),1936,Berlin,urban redevelopment - not a failure,Germany,1931,exact,DEU,NA,NA,3025.918,1975,44,Police Stadium (Berlin),sports venue,http://www.wikidata.org/entity/Q7209505,Police Stadium,Point(13.377083 52.532972),NA,NA,NA,NA,90,NA,13.377083,52.532972,13.3999531382876,52.5018146389819,2.360403102257492
Gymnasium and Cupola Hall (Haus des Deutschen Sports),New build,"Fencing, modern
pentathlon (fencing)",In use,1936,Berlin,NA,Germany,1931,exact,DEU,NA,NA,3025.918,1975,44,Olympiapark Berlin,Olympic Park,http://www.wikidata.org/entity/Q2021465,Berlin Olympic park,NA,NA,NA,NA,NA,90,NA,NA,NA,13.3999531382876,52.5018146389819,NA
Hockey Stadium (Hockeystadion),New build,Hockey,In use (rebuilt),1936,Berlin,NA,Germany,1931,exact,DEU,NA,NA,3025.918,1975,44,List of international goals scored by Sohail Abbas,Wikimedia list article,http://www.wikidata.org/entity/Q108559703,list of international goals scored by Sohail Abbas,NA,NA,NA,NA,NA,90,NA,NA,NA,13.3999531382876,52.5018146389819,NA
Dietrich Eckart Open Air Theatre,New build,Artistic gymnastics,In use (repurposed),1936,Berlin,NA,Germany,1931,exact,DEU,NA,NA,3025.918,1975,44,Waldbühne,Q336514; outdoor cinema; music venue,http://www.wikidata.org/entity/Q644028,Waldbühne,NA,NA,NA,NA,NA,90,NA,NA,NA,13.3999531382876,52.5018146389819,NA
May Field (Mai-feld),New build,"Equestrian (dressage),
polo",In use,1936,Berlin,NA,Germany,1931,exact,DEU,NA,NA,3025.918,1975,44,Berlin Tempelhof Airport,international airport; former aerodrome,http://www.wikidata.org/entity/Q9686,Berlin-Tempelhof Airport,NA,NA,NA,NA,NA,90,NA,NA,NA,13.3999531382876,52.5018146389819,NA
Berlin Olympic Stadium,New build,"Athletics, football,
handball, equestrian
(jumping), Opening and
Closing Ceremonies",In use,1936,Berlin,NA,Germany,1931,exact,DEU,NA,NA,3025.918,1975,44,Olympiastadion (Berlin),Olympic stadium,http://www.wikidata.org/entity/Q151374,Berlin Olympic Stadium,NA,NA,NA,NA,NA,90,NA,NA,NA,13.3999531382876,52.5018146389819,NA
Berlin Olympic Swimming Stadium,New build,"Swimming, diving, water
polo, modern pentathlon
(swimming)",In use,1936,Berlin,NA,Germany,1931,exact,DEU,NA,NA,3025.918,1975,44,Olympiastadion (Berlin),Olympic stadium,http://www.wikidata.org/entity/Q151374,Berlin Olympic Stadium,NA,NA,NA,NA,NA,90,NA,NA,NA,13.3999531382876,52.5018146389819,NA
Stadion am Gesundbrunnen (Herta-BSC ground),Existing,Football,Not in use (demolished),1936,Berlin,urban redevelopment - not a failure,Germany,1931,exact,DEU,NA,NA,3025.918,1975,44,Hertha BSC,association football club,http://www.wikidata.org/entity/Q102720,Hertha BSC,NA,NA,NA,NA,NA,90,NA,NA,NA,13.3999531382876,52.5018146389819,NA
Shooting Ranges at Ruhleben,Existing,"Modern pentathlon
(shooting)",Not in use (demolished),1936,Berlin,urban redevelopment - not a failure,Germany,1931,exact,DEU,NA,NA,3025.918,1975,44,"Murellen mountains, Murellen gorge and Schanzenwald forest",hill group,http://www.wikidata.org/entity/Q1953639,"Murellen mountains, Murellen gorge and Schanzenwald forest",NA,NA,NA,NA,NA,90,NA,NA,NA,13.3999531382876,52.5018146389819,NA
Hindmarsh Stadium,Existing,Football,In use,2000,Sydney,NA,Australia,1993,exact,AUS,17724.5399501656,NA,2814.738,1993,0,Hindmarsh Stadium,association football venue,http://www.wikidata.org/entity/Q927462,Hindmarsh Stadium,NA,NA,NA,NA,NA,26,NA,NA,NA,151.078965122611,-33.8589905191914,NA
Melbourne Cricket Ground,Existing,Football,In use,2000,Sydney,NA,Australia,1993,exact,AUS,17724.5399501656,NA,2814.738,1993,0,Sydney Cricket Ground,stadium; cricket field; rugby union venue,http://www.wikidata.org/entity/Q856393,Sydney Cricket Ground,NA,NA,NA,NA,NA,26,NA,NA,NA,151.078965122611,-33.8589905191914,NA
Snowbasin Ski Area,Existing,Alpine skiing,In use,2002,Salt Lake City,NA,United States,1995,exact,USA,28690.8757013347,NA,301.979,1995,0,Snowbasin,ski resort,http://www.wikidata.org/entity/Q2665933,Snowbasin,NA,NA,NA,NA,NA,24,NA,NA,NA,-111.863559667633,40.6822941399219,NA
The Ice Sheet at Ogden,Existing,Curling,In use,2002,Salt Lake City,NA,United States,1995,exact,USA,28690.8757013347,NA,301.979,1995,0,The Ice Sheet at Ogden,sports venue,http://www.wikidata.org/entity/Q3821992,The Ice Sheet at Ogden,Point(-111.946389 41.183333),2000,NA,NA,NA,24,NA,-111.946389,41.183333,-111.863559667633,40.6822941399219,34.926548495657755
Utah Olympic Park,New build,"Bobsleigh, luge,
skeleton, Nordic
combined, ski jumping",In use,2002,Salt Lake City,NA,United States,1995,exact,USA,28690.8757013347,NA,301.979,1995,0,"Park City, Utah",city in the United States,http://www.wikidata.org/entity/Q482993,Park City,NA,NA,NA,NA,NA,24,NA,NA,NA,-111.863559667633,40.6822941399219,NA
Peaks Ice Arena,New build,Ice hockey,In use,2002,Salt Lake City,NA,United States,1995,exact,USA,28690.8757013347,NA,301.979,1995,0,Peaks Ice Arena,sports venue,http://www.wikidata.org/entity/Q3822288,Peaks Ice Arena,Point(-111.638056 40.234722),2300,1997,P571,5,24,29,-111.638056,40.234722,-111.863559667633,40.6822941399219,33.15589472172546
Utah Olympic Oval,New build,Speed skating,In use,2002,Salt Lake City,NA,United States,1995,exact,USA,28690.8757013347,NA,301.979,1995,0,2034 Winter Olympics,Winter Olympic Games edition,http://www.wikidata.org/entity/Q113511381,2034 Winter Olympics,NA,NA,NA,NA,NA,24,NA,NA,NA,-111.863559667633,40.6822941399219,NA
Soldier Hollow,New build,"Biathlon, cross-country
skiing, Nordic
combined",In use,2002,Salt Lake City,NA,United States,1995,exact,USA,28690.8757013347,NA,301.979,1995,0,Soldier Hollow,sports venue,http://www.wikidata.org/entity/Q1111563,Soldier Hollow,Point(-111.497 40.4792),NA,NA,NA,NA,24,NA,-111.497,40.4792,-111.863559667633,40.6822941399219,23.836627846478972
Cycling Stadium (Olympia-Radstadion),Temporary,Cycling (track),Dismantled (temporary),1936,Berlin,NA,Germany,1931,exact,DEU,NA,NA,3025.918,1975,44,Olympiapark (Munich),park; cultural heritage ensemble; Olympic Park,http://www.wikidata.org/entity/Q383296,Olympiapark,NA,NA,NA,NA,NA,90,NA,NA,NA,13.3999531382876,52.5018146389819,NA
Kiel Bay,Existing,Sailing,In use,1936,Berlin,NA,Germany,1931,exact,DEU,NA,NA,3025.918,1975,44,Bay of Kiel,cove; bay,http://www.wikidata.org/entity/Q698126,Bay of Kiel,NA,NA,NA,NA,NA,90,NA,NA,NA,13.3999531382876,52.5018146389819,NA
Deutschlandhalle,New build,"Boxing, wrestling,
weightlifting",Not in use (demolished),1936,Berlin,urban redevelopment - not a failure,Germany,1931,exact,DEU,NA,NA,3025.918,1975,44,Deutschlandhalle,steel design; multi-purpose hall; destroyed building or structure,http://www.wikidata.org/entity/Q685725,Deutschlandhalle,NA,NA,NA,NA,NA,90,NA,NA,NA,13.3999531382876,52.5018146389819,NA
Olympia-Kunsteisstadion/ Eisstadium (Olympia Artificial Ice Stadium),New build,"Ice hockey, figure skating",In use,1936,Garmisch-Partenkirchen,NA,Germany,1933,exact,DEU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA
Olympia Skistadion,New build,"Ski jumping, Nordic
combined, cross-country skiing, Opening
and Closing Ceremonies,
military patrol
(demonstration sport)",In use,1936,Garmisch-Partenkirchen,NA,Germany,1933,exact,DEU,NA,NA,NA,NA,NA,Große Olympiaschanze,ski jumping hill,http://www.wikidata.org/entity/Q669932,Große Olympiaschanze,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA
Gudiberg,New build,"Alpine skiing, cross-country skiing, Nordic combined",In use,1936,Garmisch-Partenkirchen,NA,Germany,1933,exact,DEU,NA,NA,NA,NA,NA,1936 Winter Olympics,Winter Olympic Games edition,http://www.wikidata.org/entity/Q9600,1936 Winter Olympics,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA
Olympia Eissportplatz am Riessersee / Riessersee Ice Rink,Temporary (seasonal),"Ice hockey, speed skating",Dismantled (seasonal),1936,Garmisch-Partenkirchen,NA,Germany,1933,exact,DEU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA
Olympia Bobbahn,Temporary (seasonal),Bobsleigh,Dismantled (seasonal),1936,Garmisch-Partenkirchen,NA,Germany,1933,exact,DEU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA
Kreuzeck-Gebiet,New build,Alpine skiing,In use,1936,Garmisch-Partenkirchen,NA,Germany,1933,exact,DEU,NA,NA,NA,NA,NA,Spain at the 1936 Winter Olympics,Olympic delegation,http://www.wikidata.org/entity/Q150493,Spain at the 1936 Winter Olympics,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA
Empire Stadium (Wembley),Existing,"Athletics, Opening and
Closing Ceremonies",In use (rebuilt),1948,London,NA,United Kingdom,1946,exact,GBR,NA,NA,7369.842,1975,29,Wembley Stadium (1923),destroyed building or structure; defunct sports venue,http://www.wikidata.org/entity/Q43279,Wembley Stadium,Point(-0.279722222 51.555555555),82000,1923,P1619,25,78,103,-0.279722222,51.555555555,-0.1269853785119,51.508926472857,7.320966625103127
"Lyons Sports Ground, Sudbury Hill",Existing,Field hockey,In use,1948,London,NA,United Kingdom,1946,exact,GBR,NA,NA,7369.842,1975,29,"Sudbury, London",suburb; area of London,http://www.wikidata.org/entity/Q146346,Sudbury,NA,NA,NA,NA,NA,78,NA,NA,NA,-0.1269853785119,51.508926472857,NA
Polytechnic Stadium,Existing,Field hockey,In use,1948,London,NA,United Kingdom,1946,exact,GBR,NA,NA,7369.842,1975,29,Polytechnic Stadium (London),stadium; sports venue,http://www.wikidata.org/entity/Q7757711,The Polytechnic Stadium,Point(-0.267532 51.476463),NA,NA,NA,NA,78,NA,-0.267532,51.476463,-0.1269853785119,51.508926472857,6.455996360610078
Herne Hill Track/ Velodrome,Existing,Cycling (track),In use,1948,London,NA,United Kingdom,1946,exact,GBR,NA,NA,7369.842,1975,29,Herne Hill Velodrome,sports venue,http://www.wikidata.org/entity/Q2126703,Herne Hill Velodrome,Point(-0.091389 51.451111),NA,NA,NA,NA,78,NA,-0.091389,51.451111,-0.1269853785119,51.508926472857,4.28306524170384
Champion Hill,Existing,Football,In use,1948,London,NA,United Kingdom,1946,exact,GBR,NA,NA,7369.842,1975,29,Champion Hill,sports venue,http://www.wikidata.org/entity/Q5069998,Champion Hill,Point(-0.084061 51.461231),3000,1912,P1619,36,78,114,-0.084061,51.461231,-0.1269853785119,51.508926472857,3.781908990349881
Craven Cottage,Existing,Football,In use,1948,London,NA,United Kingdom,1946,exact,GBR,NA,NA,7369.842,1975,29,Craven Cottage,association football venue,http://www.wikidata.org/entity/Q318043,Craven Cottage,NA,NA,NA,NA,NA,78,NA,NA,NA,-0.1269853785119,51.508926472857,NA
Selhurst Park,Existing,Football,In use,1948,London,NA,United Kingdom,1946,exact,GBR,NA,NA,7369.842,1975,29,Selhurst,suburb; area of London,http://www.wikidata.org/entity/Q2268251,Selhurst,NA,NA,NA,NA,NA,78,NA,NA,NA,-0.1269853785119,51.508926472857,NA
Finchley Pool,Existing,Water polo,In use (rebuilt),1948,London,NA,United Kingdom,1946,exact,GBR,NA,NA,7369.842,1975,29,North Finchley,suburb; area of London,http://www.wikidata.org/entity/Q150209,North Finchley,NA,NA,NA,NA,NA,78,NA,NA,NA,-0.1269853785119,51.508926472857,NA
White Hart Lane,Existing,Football,In use (rebuilt),1948,London,NA,United Kingdom,1946,exact,GBR,NA,NA,7369.842,1975,29,White Hart Lane,association football venue; defunct sports venue,http://www.wikidata.org/entity/Q186425,White Hart Lane,Point(-0.065833333 51.603333333),36284,1899,P1619,49,78,127,-0.065833333,51.603333333,-0.1269853785119,51.508926472857,7.039905318439585
Empire Pool,Existing,"Swimming, diving, water
polo, boxing",In use (repurposed),1948,London,NA,United Kingdom,1946,exact,GBR,NA,NA,7369.842,1975,29,Wembley Arena,multi-purpose hall; indoor arena,http://www.wikidata.org/entity/Q815571,Wembley Arena,NA,NA,NA,NA,NA,78,NA,NA,NA,-0.1269853785119,51.508926472857,NA
Enoshima Yacht Harbour,Existing,Sailing,In use,2020,Tokyo,NA,Japan,2013,exact,JPN,41369.1948479498,74,32885.497,2013,0,Sailing at the 2020 Summer Olympics – Laser,Olympic sporting event,http://www.wikidata.org/entity/Q65229879,sailing at the 2020 Summer Olympics – Laser,NA,NA,NA,NA,NA,6,NA,NA,NA,139.655776246888,35.6661787766663,NA
New South Wales Tennis Centre,New build,Tennis,In use,2000,Sydney,NA,Australia,1993,exact,AUS,17724.5399501656,NA,2814.738,1993,0,Sydney Olympic Park Tennis Centre,sports venue,http://www.wikidata.org/entity/Q2759057,Sydney Olympic Park Tennis Centre,Point(151.072222 -33.855),10000,1999,P1619,1,26,27,151.072222,-33.855,151.078965122611,-33.8589905191914,0.47562643651211745
Penrith Whitewater Stadium,New build,Canoe slalom,In use,2000,Sydney,NA,Australia,1993,exact,AUS,17724.5399501656,NA,2814.738,1993,0,Penrith Whitewater Stadium,artificial whitewater,http://www.wikidata.org/entity/Q1354174,Penrith Whitewater Stadium,NA,NA,NA,NA,NA,26,NA,NA,NA,151.078965122611,-33.8589905191914,NA
Baseball Stadium,New build,"Baseball, modern
pentathlon (equestrian,
running)",In use,2000,Sydney,NA,Australia,1993,exact,AUS,17724.5399501656,NA,2814.738,1993,0,Sydney Showground Stadium,stadium,http://www.wikidata.org/entity/Q5359559,Sydney Showground Stadium,Point(151.067778 -33.843056),25000,1998,P571,2,26,28,151.067778,-33.843056,151.078965122611,-33.8589905191914,1.2758749221087584
Blacktown Baseball Centre,New build,Baseball,In use,2000,Sydney,NA,Australia,1993,exact,AUS,17724.5399501656,NA,2814.738,1993,0,Blacktown,suburb,http://www.wikidata.org/entity/Q4216448,Blacktown,NA,NA,NA,NA,NA,26,NA,NA,NA,151.078965122611,-33.8589905191914,NA
Mountain Bike Course,New build,Mountain bike,In use,2000,Sydney,NA,Australia,1993,exact,AUS,17724.5399501656,NA,2814.738,1993,0,Mountain biking in Australia,sport in a geographic region,http://www.wikidata.org/entity/Q6925449,mountain biking in Australia,NA,NA,NA,NA,NA,26,NA,NA,NA,151.078965122611,-33.8589905191914,NA
Softball Centre,New build,Softball,In use,2000,Sydney,NA,Australia,1993,exact,AUS,17724.5399501656,NA,2814.738,1993,0,Blacktown International Sportspark,cricket field,http://www.wikidata.org/entity/Q2905603,Blacktown Baseball Stadium,Point(150.855278 -33.770556),3000,1999,P1619,1,26,27,150.855278,-33.770556,151.078965122611,-33.8589905191914,14.236485497361064
Sydney International Archery Park,New build,Archery,In use,2000,Sydney,NA,Australia,1993,exact,AUS,17724.5399501656,NA,2814.738,1993,0,Sydney Olympic Park,suburb; precinct,http://www.wikidata.org/entity/Q1196395,Sydney Olympic Park,NA,NA,NA,NA,NA,26,NA,NA,NA,151.078965122611,-33.8589905191914,NA
Sydney International Shooting Centre,New build,Shooting,In use,2000,Sydney,NA,Australia,1993,exact,AUS,17724.5399501656,NA,2814.738,1993,0,Sydney International Shooting Centre,shooting range; architectural structure,http://www.wikidata.org/entity/Q7659988,Sydney International Shooting Centre,Point(150.819 -33.8889),NA,NA,NA,NA,26,NA,150.819,-33.8889,151.078965122611,-33.8589905191914,15.072515117150378
Sydney Olympic Village,New build,Athlete accommodation,In use,2000,Sydney,NA,Australia,1993,exact,AUS,17724.5399501656,NA,2814.738,1993,0,Sydney Olympic Park,suburb; precinct,http://www.wikidata.org/entity/Q1196395,Sydney Olympic Park,NA,NA,NA,NA,NA,26,NA,NA,NA,151.078965122611,-33.8589905191914,NA
Beach Volleyball Centre,Temporary,Beach volleyball,Dismantled (temporary),2000,Sydney,NA,Australia,1993,exact,AUS,17724.5399501656,NA,2814.738,1993,0,Bondi Beach,suburb,http://www.wikidata.org/entity/Q673418,Bondi Beach,NA,NA,NA,NA,NA,26,NA,NA,NA,151.078965122611,-33.8589905191914,NA
Centennial Parklands,Temporary,Cycling (road),Dismantled (temporary),2000,Sydney,NA,Australia,1993,exact,AUS,17724.5399501656,NA,2814.738,1993,0,Centennial Parklands,park,http://www.wikidata.org/entity/Q5059201,Centennial Parklands,NA,NA,NA,NA,NA,26,NA,NA,NA,151.078965122611,-33.8589905191914,NA
Sydney Opera House,Temporary,Triathlon,Dismantled (temporary),2000,Sydney,NA,Australia,1993,exact,AUS,17724.5399501656,NA,2814.738,1993,0,Sydney Opera House,opera house; architectural landmark; historical cultural heritage site,http://www.wikidata.org/entity/Q45178,Sydney Opera House,NA,NA,NA,NA,NA,26,NA,NA,NA,151.078965122611,-33.8589905191914,NA
